ResponseID,ExtendedSessionID,UserID,ScenarioOrder,Intervention,PedPed,Barrier,CrossingSignal,AttributeLevel,ScenarioTypeStrict,ScenarioType,DefaultChoice,NonDefaultChoice,DefaultChoiceIsOmission,NumberOfCharacters,DiffNumberOFCharacters,Saved,Template,DescriptionShown,LeftHand,UserCountry3,Man,Woman,Pregnant,Stroller,OldMan,OldWoman,Boy,Girl,Homeless,LargeWoman,LargeMan,Criminal,MaleExecutive,FemaleExecutive,FemaleAthlete,MaleAthlete,FemaleDoctor,MaleDoctor,Dog,Cat
226imw4Wp9seGBry5,1387373175_4350714793164412.0,4350714793164410,1,0,0,1,0,High,Social Status,Social Status,High,Low,1,5,0,1,Desktop,1,1,EGY,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
226ivJyjfFAoFSsCy,826209297_4437219188047065.0,4437219188047070,12,0,1,0,0,High,Social Status,Social Status,High,Low,1,2,0,1,Mobile,0,1,ITA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226ivwCQPwckdRHYi,-663347309_8382595739550947.0,8382595739550950,3,0,0,0,1,Fit,Fitness,Fitness,Fit,Fat,1,4,0,0,Desktop,1,1,RUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
226iyHEjveN4KPZCv,-185230280_7776502330488484.0,7776502330488480,9,0,0,1,0,Pets,Species,Species,Hoomans,Pets,0,2,0,0,Mobile,0,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
226jqh8cvMrs6me6J,-2082096511_114349685,114349685,11,0,1,0,2,More,Utilitarian,Utilitarian,More,Less,1,5,2,1,Desktop,0,0,USA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
226kTQWkxpKstRkpJ,-3253129_9920927402925312.0,9920927402925310,10,0,1,0,1,High,Social Status,Social Status,High,Low,1,1,0,1,Desktop,0,0,SWE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226kiBJvFSuHDKWLy,1248877841_6204751320183277.0,6204751320183280,12,0,0,0,1,Rand,Random,Random,,,,5,2,1,Desktop,1,1,GBR,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0
226mNQen2CHtxsRxL,-1880041532_7685007782982449.0,7685007782982450,13,0,0,1,0,Young,Age,Age,Young,Old,1,2,0,0,Mobile,0,1,GBR,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226mP3iPPy4W7tQFx,-984787455_3789913108.0,3789913108,8,0,0,0,0,Less,Utilitarian,Utilitarian,More,Less,0,2,3,0,Mobile,0,0,USA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
226nFt3948FLPAQEy,2039602304_6502144349992827.0,6502144349992830,8,0,0,0,0,More,Utilitarian,Utilitarian,More,Less,1,5,3,1,Desktop,0,1,MAR,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
226nXWg6qpDjwrbrf,-1072512217_2362382510.0,2362382510,11,0,1,0,2,Hoomans,Species,Species,Hoomans,Pets,1,4,0,1,Desktop,0,0,POL,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
226njsMQbN934Hkot,-874887960_4265756189384999.0,4265756189385000,1,0,0,1,0,Rand,Random,Random,,,,5,3,1,Desktop,0,1,CZE,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
226npXyamMLAXKTrn,-1486028128_9341386428770704.0,9341386428770700,7,0,1,0,0,Fit,Fitness,Fitness,Fit,Fat,1,3,0,1,Desktop,1,0,HUN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
226pDikt2whgnmK4v,-818002394_4676911244592523.0,4676911244592520,13,0,1,0,2,Rand,Fitness,Random,,,,5,0,0,Desktop,1,1,TUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0
226pPQhEoKazPDEnZ,-1192051887_4673305046513443.0,4673305046513440,4,0,0,1,0,Rand,Random,Random,,,,5,3,1,Mobile,0,0,FRA,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
226pd8uNHToMXt2G2,-1554571723_2126012484,2126012484,7,0,1,0,0,High,Social Status,Social Status,High,Low,1,1,0,1,Desktop,0,1,CAN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226pmrGPMZSDYTNaP,-691505153_9074368893634528.0,9074368893634530,3,0,0,0,0,Old,Age,Age,Young,Old,0,1,0,0,Mobile,0,1,COL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226q3grQiXufiv3nm,-1494067672_2724094646.0,2724094646,3,0,0,0,0,Old,Age,Age,Young,Old,0,1,0,0,Mobile,0,0,FRA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226q67hq4hEf87sFw,399368183_8994036674441324.0,8994036674441330,6,0,0,0,1,Female,Gender,Gender,Male,Female,0,1,0,0,Desktop,0,1,GBR,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
226rDnRzoCDmnBaz8,1789932627_1296421467,1296421467,10,0,1,0,1,Rand,Random,Random,,,,3,2,0,Desktop,0,1,UKR,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
226rFu8xB8sCSBL7Q,-1154338943_6379296110782045.0,6379296110782050,4,0,0,0,0,Fit,Fitness,Fitness,Fit,Fat,1,4,0,1,Mobile,1,0,GBR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
226rfr2SZwcMyiCPT,1596716814_2023579788985626.0,2023579788985630,12,0,0,0,2,Male,Gender,Gender,Male,Female,1,3,0,1,Mobile,0,1,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
226rs7kK5MYhX6BAp,-476592742_328042439294775.0,328042439294775,13,0,0,0,2,Pets,Species,Species,Hoomans,Pets,0,3,0,0,Desktop,0,1,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
226sC5MWXH2XGLvYd,1248525150_9456423304509372.0,9456423304509370,12,0,0,0,1,Low,Social Status,Social Status,High,Low,0,1,0,1,Mobile,0,1,BRA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
226sbxJozteS7vZvZ,-696840859_9838345385011050.0,9838345385011050,9,0,0,0,2,Less,Utilitarian,Utilitarian,More,Less,0,3,2,0,Desktop,1,1,USA,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
226t3rmpx7kST55GB,1983198086_1657499172,1657499172,11,0,0,1,0,Pets,Species,Species,Hoomans,Pets,0,4,0,0,Desktop,1,1,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
226tP5f4qYae6GgNf,-1092032529_144061538,144061538,2,0,0,1,0,Female,Gender,Gender,Male,Female,0,2,0,1,,,,ESP,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226tbG5zGcYFqnWke,1402135371_5838201141542069.0,5838201141542070,12,0,1,0,0,Fit,Fitness,Fitness,Fit,Fat,1,1,0,0,Desktop,0,1,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
226u65xiwjA7KLsEA,1862880737_508041766006499.0,508041766006499,13,0,1,0,0,Female,Gender,Gender,Male,Female,0,5,0,1,Desktop,1,1,USA,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0
226uMiXpBmPjCiiMW,960539042_1813686112045809.0,1813686112045810,5,0,0,1,0,Rand,Random,Random,,,,3,2,0,Desktop,0,1,ITA,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
226ufim7nnDQZCxYp,1147991399_3111602265.0,3111602265,13,0,1,0,2,Old,Age,Age,Young,Old,0,4,0,0,,,,USA,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226v68vAGtbY7hAy8,-1323988892_150441040,150441040,8,0,1,0,0,Pets,Species,Species,Hoomans,Pets,0,2,0,1,Desktop,0,1,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
226vNGFahCNAd5gwK,-1445253799_3390856777.0,3390856777,3,0,0,0,1,High,Social Status,Social Status,High,Low,1,4,0,1,Desktop,0,0,CZE,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
226vQjEi4mQRup6uZ,-510228615_2828377574.0,2828377574,6,0,1,0,0,Fit,Fitness,Fitness,Fit,Fat,1,2,0,1,Mobile,0,1,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
226vcR7bY6yrabZMp,1790397031_780101431,780101431,13,0,0,1,0,Rand,Fitness,Random,,,,4,0,1,Desktop,1,1,NLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
226vdsGpBB67ePn52,113188171_3468818967988243.0,3468818967988240,5,0,0,0,1,Rand,Random,Random,,,,2,1,0,Desktop,0,1,FRA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
226vhuCawANSzJ3Ri,329807216_2222412769.0,2222412769,1,0,1,0,1,Female,Gender,Gender,Male,Female,0,4,0,1,,,,USA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
226vjBTKFKPhPQoLS,-452476015_3205834962.0,3205834962,11,0,1,0,0,Fat,Fitness,Fitness,Fit,Fat,0,4,0,0,Mobile,0,1,CAN,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
226vpCikvr7gyLaG6,-294481095_7180386030756354.0,7180386030756350,11,0,1,0,0,Old,Age,Age,Young,Old,0,5,0,0,Desktop,0,0,USA,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226vtXjnpCrSrPP6S,1866689320_9710043963258452.0,9710043963258450,5,0,0,1,0,Female,Gender,Gender,Male,Female,0,3,0,0,Desktop,0,1,ITA,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
226w8psypmMpZTBtW,-2025686351_1573326410,1573326410,8,0,0,0,1,Fit,Fitness,Fitness,Fit,Fat,1,4,0,1,Mobile,1,0,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
226wF5euW3GrbXEhr,582474896_8232353346575816.0,8232353346575820,2,0,0,0,2,Less,Utilitarian,Utilitarian,More,Less,0,3,2,0,Desktop,0,0,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
226xnmwTiurrd2qXJ,-972680206_3926252551.0,3926252551,8,0,0,0,0,Young,Age,Age,Young,Old,1,2,0,0,Desktop,0,0,BGR,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226xq77Qb8J5PJvAx,-1784632413_7293559025061305.0,7293559025061310,3,0,0,0,2,Male,Gender,Gender,Male,Female,1,2,0,1,Mobile,0,0,POL,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
226yc6RRimzYj3XLq,-1472995208_670968063,670968063,9,0,1,0,2,Male,Gender,Gender,Male,Female,1,5,0,0,,,,DEU,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
226z78neWk7zx6wcb,-395902364_3194611426.0,3194611426,5,0,1,0,1,Female,Gender,Gender,Male,Female,0,2,0,1,Mobile,0,1,CAN,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
226zN8KrC9KzjdcNe,265914063_3076621076.0,3076621076,5,0,1,0,1,Pets,Species,Species,Hoomans,Pets,0,1,0,1,,,,RUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
227228HCPCD6Y4WyC,-1111130241_4188717101.0,4188717101,13,0,1,0,1,High,Social Status,Social Status,High,Low,1,2,0,1,,,,MEX,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22723wtNPY2NWmeKA,-1741352941_6576296187948960.0,6576296187948960,3,0,0,1,0,Old,Age,Age,Young,Old,0,2,0,0,Desktop,0,0,USA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22727Spusxc5rW4cs,-1243161735_1593318761715967.0,1593318761715970,6,0,0,1,0,More,Utilitarian,Utilitarian,More,Less,1,5,1,1,Desktop,1,1,BEL,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
2272LGsEyycqdqwrR,-1301947070_8670164153738857.0,8670164153738860,2,0,1,0,0,Hoomans,Species,Species,Hoomans,Pets,1,1,0,1,Desktop,0,1,NZL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2272MGcrbG26BE62i,-1450094970_2044718047,2044718047,11,0,0,1,0,Young,Age,Age,Young,Old,1,1,0,1,,,,DEU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2272RvbEb266sw3dc,-1726622507_5020472576728614.0,5020472576728610,3,0,1,0,2,Female,Gender,Gender,Male,Female,0,3,0,0,Desktop,1,0,VEN,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2272ZcYWW8j9x3mA5,-144608323_238941460106556.0,238941460106556,4,0,1,0,2,Less,Utilitarian,Utilitarian,More,Less,0,4,1,0,Desktop,0,0,USA,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
2272c3Beks845Q7cN,1006135084_2931464093.0,2931464093,12,0,1,0,0,More,Utilitarian,Utilitarian,More,Less,1,5,4,1,Desktop,0,1,USA,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
2272fBXi7BxzmioWh,677705294_2487001802777007.0,2487001802777010,10,0,1,0,1,High,Social Status,Social Status,High,Low,1,1,0,1,Desktop,1,1,USA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2272wgi4nZfTq7i8q,704953607_8821342368610203.0,8821342368610200,1,0,1,0,0,Old,Age,Age,Young,Old,0,2,0,0,Mobile,0,1,DEU,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2272wrJxKBuo5rJF3,-846628166_601656188,601656188,1,0,0,1,0,Fat,Fitness,Fitness,Fit,Fat,0,1,0,1,Mobile,0,1,GBR,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22732mwur9upCJSmy,-398655609_6444213241243442.0,6444213241243440,8,0,1,0,2,Female,Gender,Gender,Male,Female,0,5,0,1,Desktop,1,1,GBR,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
2273nDBLXsBMGkEwy,-1788132169_7308425293021940.0,7308425293021940,2,0,0,0,2,Male,Gender,Gender,Male,Female,1,5,0,1,Desktop,0,1,POL,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
2273vseWWMEchn5o9,1038544575_5392757259596911.0,5392757259596910,6,0,0,0,0,Less,Utilitarian,Utilitarian,More,Less,0,1,4,0,Mobile,0,1,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2274KF8DakbLJuFnT,-1673667375_2047257340026715.0,2047257340026720,6,0,1,0,0,Less,Utilitarian,Utilitarian,More,Less,0,4,1,0,Desktop,0,0,ISR,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2274RwLuPykzJ2NeB,-734165566_7922847879268395.0,7922847879268400,7,0,0,0,0,Fat,Fitness,Fitness,Fit,Fat,0,1,0,1,Desktop,1,1,USA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2275CE8bFNCgn24Gp,1555172090_1538553382617096.0,1538553382617100,7,0,1,0,0,Less,Utilitarian,Utilitarian,More,Less,0,4,1,0,Desktop,0,0,BRA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
2275JCuB3mj2FMMSh,711162606_7477901372184309.0,7477901372184310,6,0,0,0,2,Fat,Fitness,Fitness,Fit,Fat,0,5,0,0,Desktop,0,1,USA,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2275REB4D6LFSKzgm,1879831806_5762359742409415.0,5762359742409420,13,0,1,0,1,Young,Age,Age,Young,Old,1,5,0,1,Mobile,0,1,DEU,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2276BDp2i2jtk7pqy,1689329434_2594692608301352.0,2594692608301350,5,0,0,0,2,Hoomans,Species,Species,Hoomans,Pets,1,4,0,1,Desktop,1,0,HUN,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0
2276Ncy2QfJS5XRgr,150292673_16524031,16524031,8,0,0,1,0,Pets,Species,Species,Hoomans,Pets,0,4,0,0,Mobile,0,0,AUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2276pWsyqtwCPyLyF,-2047538307_577540876,577540876,2,0,1,0,0,Male,Gender,Gender,Male,Female,1,1,0,0,Mobile,0,1,USA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22773EqynPjtX4B8Z,301433807_1132495346604117.0,1132495346604120,2,0,1,0,2,Pets,Species,Species,Hoomans,Pets,0,2,0,0,Desktop,0,1,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2277hcaM3YSib2PD5,-1886063621_3465372348873088.0,3465372348873090,4,0,0,0,0,Fit,Fitness,Fitness,Fit,Fat,1,1,0,0,Desktop,0,0,USA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2277yGtmguhEhbBWb,1873302185_6986986631061511.0,6986986631061510,2,0,0,1,0,Fat,Fitness,Fitness,Fit,Fat,0,4,0,0,Desktop,0,0,UKR,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
22786ZZQeZyKq8QmL,-1838869753_1406537897852016.0,1406537897852020,3,0,0,0,0,Fit,Fitness,Fitness,Fit,Fat,1,3,0,0,Mobile,0,0,LTU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
2279EEhdPa5mLZmnS,-1406089293_2386868084.0,2386868084,3,0,0,1,0,Young,Age,Age,Young,Old,1,4,0,0,,,,DEU,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2279KA4r8nm6kkLDQ,-1924297721_2687139035.0,2687139035,1,0,0,0,0,Old,Age,Age,Young,Old,0,5,0,1,Mobile,0,1,GRC,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2279W3894j64gPHc7,-1007094095_2965245200.0,2965245200,6,0,0,0,2,Rand,Random,Random,,,,3,1,1,Mobile,0,1,LTU,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2279WjQ7BAngFtKnM,-379090646_2024379625,2024379625,7,0,1,0,0,Pets,Species,Species,Hoomans,Pets,0,3,0,0,Mobile,0,1,CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2279YNSprH3H2t6Dd,-365379686_2949322639.0,2949322639,6,0,0,0,2,Low,Social Status,Social Status,High,Low,0,2,0,0,Mobile,0,0,PHL,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2279eDvzNWBPWd4fL,-63740685_2270215664.0,2270215664,4,0,1,0,1,Young,Age,Age,Young,Old,1,1,0,1,Mobile,0,1,USA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2279ms4HGBfhC4y8A,-1799657773_7649111026221942.0,7649111026221940,1,0,1,0,0,Fat,Fitness,Fitness,Fit,Fat,0,4,0,0,Desktop,0,1,BRA,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2279vpn5GLhWRM4aD,1156311693_509310359,509310359,10,0,0,0,2,Fat,Fitness,Fitness,Fit,Fat,0,2,0,1,Desktop,0,1,FIN,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2279xzYMY77Ztp2Aq,-1186231105_4015384869702387.0,4015384869702390,13,0,1,0,2,Less,Utilitarian,Utilitarian,More,Less,0,1,4,1,Desktop,0,1,UKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
227A2Kf4FvB5tw5qg,-1260024455_6326231954753163.0,6326231954753160,8,0,0,0,1,More,Utilitarian,Utilitarian,More,Less,1,5,3,1,Mobile,0,0,NLD,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
227APbCx7XMa2ba9A,-1423131982_6974729455987490.0,6974729455987490,4,0,0,0,2,Old,Age,Age,Young,Old,0,1,0,0,Desktop,0,1,FRA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227AgNjNcwJitNMpR,6624364_1782244704344291.0,1782244704344290,3,0,0,0,1,Less,Utilitarian,Utilitarian,More,Less,0,3,2,0,Mobile,0,0,PHL,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
227AnsYaqbG5MXMGi,-873303726_9463919888940354.0,9463919888940350,5,0,0,1,0,Old,Age,Age,Young,Old,0,4,0,0,Mobile,0,0,HUN,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227AsQ5nLWiZMEKeD,-325430144_635084989653587.0,635084989653587,10,0,1,0,0,Rand,Fitness,Random,,,,1,0,0,Desktop,1,1,MEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
227AyLxdQCsiB7JwT,-1752253862_3490343707.0,3490343707,11,0,1,0,2,Young,Age,Age,Young,Old,1,3,0,1,Desktop,0,0,SWE,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
227BA6MdZtdT8pL6A,415717754_1760380847845226.0,1760380847845230,12,0,0,0,0,High,Social Status,Social Status,High,Low,1,3,0,1,Mobile,0,1,USA,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
227BFRJXN2QhdJcf6,1450030162_2453749231.0,2453749231,8,0,1,0,2,Rand,Random,Random,,,,4,3,0,,,,GBR,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
227BXtJTnnWHGMnkr,1156243270_3520658653.0,3520658653,7,0,0,1,0,Fit,Fitness,Fitness,Fit,Fat,1,4,0,0,Desktop,0,1,BRA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
227BeNtYJwQXkTCtM,-1991952280_472860541,472860541,1,0,1,0,0,Pets,Species,Species,Hoomans,Pets,0,4,0,0,,,,FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
227C4hAgxoPWhBhkH,1780304363_2619938798173515.0,2619938798173520,10,0,0,1,0,Rand,Fitness,Random,,,,2,0,1,Desktop,0,1,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
227C8ZdGPSoafm6BZ,957585093_3821724717.0,3821724717,4,0,0,0,1,Rand,Random,Random,,,,1,1,1,,,,USA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227CShqKmCER2E43m,369057375_2685034062587799.0,2685034062587800,6,0,1,0,1,More,Utilitarian,Utilitarian,More,Less,1,5,3,1,Desktop,0,0,USA,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
227CfLWCGZ3Jo4wPC,384499481_9857018570418202.0,9857018570418200,6,0,0,0,2,Rand,Random,Random,,,,5,3,1,Mobile,0,0,USA,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
227CmCtB53S3uuP3E,1272692909_1016120761,1016120761,5,0,0,0,0,Rand,Fitness,Random,,,,1,0,0,Mobile,0,1,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
227Cr6TwNtmyBBBph,-648743776_2144121900,2144121900,6,0,0,1,0,Female,Gender,Gender,Male,Female,0,4,0,1,Mobile,0,1,USA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0
227D5K6b3mY2eEt2w,-156067360_1718558918,1718558918,4,0,0,0,1,Female,Gender,Gender,Male,Female,0,5,0,1,Desktop,0,0,FIN,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0
227DCSrGTyBX7WeRw,-1868017160_3458133027.0,3458133027,13,0,0,1,0,More,Utilitarian,Utilitarian,More,Less,1,5,1,0,Desktop,0,1,SRB,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
227DGhCYaBgXM68vS,220417336_619740897,619740897,3,0,0,1,0,Low,Social Status,Social Status,High,Low,0,1,0,1,,,,USA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
227DdM9AbATqe8viC,528467658_241118415473315.0,241118415473315,12,0,0,0,1,Less,Utilitarian,Utilitarian,More,Less,0,4,1,0,Desktop,0,1,USA,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
227DfEpbhMuuJekcx,-1620305115_7287636300784790.0,7287636300784790,6,0,0,0,0,Pets,Species,Species,Hoomans,Pets,0,5,0,1,Desktop,0,0,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
227DsWb54bLiwdDhg,946543298_1471427205,1471427205,10,0,0,0,0,Rand,Random,Random,,,,5,3,1,Mobile,1,1,USA,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
227E6QkCaP5cL7o9Q,196184553_296563502,296563502,5,0,1,0,2,Hoomans,Species,Species,Hoomans,Pets,1,2,0,0,Desktop,1,0,USA,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227ET52cDWushX84x,804042_5328903557762847.0,5328903557762850,2,0,1,0,2,Old,Age,Age,Young,Old,0,3,0,0,Desktop,0,1,ISR,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227EqRkiJjYbuT5t4,-1213748375_4120859629.0,4120859629,11,0,0,0,1,Female,Gender,Gender,Male,Female,0,2,0,1,,,,USA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
227EsowB836shnJnL,1280751681_1726478460758871.0,1726478460758870,7,0,1,0,0,Fit,Fitness,Fitness,Fit,Fat,1,4,0,1,Desktop,1,0,CZE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
227F5GBA6Yp7qEy7c,1148731337_269551461,269551461,9,0,1,0,0,Young,Age,Age,Young,Old,1,4,0,1,,,,AUS,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
227FCS83ZsLAhQTSE,503539608_2315668106863786.0,2315668106863790,2,0,0,0,0,Less,Utilitarian,Utilitarian,More,Less,0,4,1,0,Desktop,1,1,FRA,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
227FRSLZotRDyfzub,-917480421_991301385,991301385,7,0,1,0,0,Hoomans,Species,Species,Hoomans,Pets,1,4,0,1,,,,CZE,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0
227FXMBqckEBktYdG,1256900866_403310149,403310149,3,0,1,0,0,Female,Gender,Gender,Male,Female,0,5,0,0,Desktop,1,0,USA,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0
