problem_code,answer,status,Saved,Language,ScenarioType,AttributeLevel,Intervention,Barrier,CrossingSignal,Characters,ScenarioTypeStrict,PedPed,consistent,coherent
"en,species,Pets,1,0,0,2dog.1cat",stay,CHANGE,1,en,Species,Pets,1,0,0,2dog.1cat,Species,0,1,1
"en,species,Hoomans,0,1,0,1criminal.1female executive.1female doctor",stay,STAY,0,en,Species,Hoomans,0,1,0,1criminal.1female executive.1female doctor,Species,0,1,1
"fr,species,Pets,1,0,2,1dog.3cat",changer,CHANGE,0,fr,Species,Pets,1,0,2,1dog.3cat,Species,1,1,1
"fr,species,Hoomans,0,0,1,1pregnant woman.1female athlete.1elderly man.1large man",changer,STAY,1,fr,Species,Hoomans,0,0,1,1pregnant woman.1female athlete.1elderly man.1large man,Species,1,1,1
"ja,species,Hoomans,1,0,0,1homeless person",滞在,CHANGE,1,ja,Species,Hoomans,1,0,0,1homeless person,Species,1,1,1
"ja,species,Pets,0,0,0,1cat",滞在,STAY,0,ja,Species,Pets,0,0,0,1cat,Species,1,1,1
"fr,species,Pets,1,0,0,4dog.1cat",changer,CHANGE,0,fr,Species,Pets,1,0,0,4dog.1cat,Species,0,1,1
"fr,species,Hoomans,0,1,0,1elderly woman.1baby.2male doctor.1female athlete",changer,STAY,1,fr,Species,Hoomans,0,1,0,1elderly woman.1baby.2male doctor.1female athlete,Species,0,1,1
"en,species,Hoomans,1,1,0,1female athlete",stay,CHANGE,1,en,Species,Hoomans,1,1,0,1female athlete,Species,0,1,1
"en,species,Pets,0,0,0,1dog",stay,STAY,0,en,Species,Pets,0,0,0,1dog,Species,0,1,1
"zh,species,Pets,1,0,1,3dog",留下,CHANGE,1,zh,Species,Pets,1,0,1,3dog,Species,1,1,1
"zh,species,Hoomans,0,0,2,1homeless person.1large man.1man",留下,STAY,0,zh,Species,Hoomans,0,0,2,1homeless person.1large man.1man,Species,1,1,1
"en,species,Hoomans,1,0,0,1homeless person",stay,CHANGE,1,en,Species,Hoomans,1,0,0,1homeless person,Species,1,1,1
"en,species,Pets,0,0,0,1cat",stay,STAY,0,en,Species,Pets,0,0,0,1cat,Species,1,1,1
"ja,species,Hoomans,1,0,2,2male athlete.1female doctor.1large man",変更,CHANGE,0,ja,Species,Hoomans,1,0,2,2male athlete.1female doctor.1large man,Species,1,1,1
"ja,species,Pets,0,0,1,2cat.2dog",変更,STAY,1,ja,Species,Pets,0,0,1,2cat.2dog,Species,1,1,1
"ja,species,Pets,1,0,0,2dog.1cat",変更,CHANGE,0,ja,Species,Pets,1,0,0,2dog.1cat,Species,0,1,1
"ja,species,Hoomans,0,1,0,1criminal.1female executive.1female doctor",変更,STAY,1,ja,Species,Hoomans,0,1,0,1criminal.1female executive.1female doctor,Species,0,1,1
"en,species,Pets,1,0,2,1dog",change,CHANGE,0,en,Species,Pets,1,0,2,1dog,Species,1,1,1
"en,species,Hoomans,0,0,1,1elderly man",change,STAY,1,en,Species,Hoomans,0,0,1,1elderly man,Species,1,1,1
"en,species,Pets,1,1,0,3dog",change,CHANGE,0,en,Species,Pets,1,1,0,3dog,Species,0,1,1
"en,species,Hoomans,0,0,0,1boy.1homeless person.1male doctor",change,STAY,1,en,Species,Hoomans,0,0,0,1boy.1homeless person.1male doctor,Species,0,1,1
"en,species,Pets,1,0,1,3dog",change,CHANGE,0,en,Species,Pets,1,0,1,3dog,Species,1,1,1
"en,species,Hoomans,0,0,2,1homeless person.1large man.1man",change,STAY,1,en,Species,Hoomans,0,0,2,1homeless person.1large man.1man,Species,1,1,1
"en,species,Hoomans,1,0,0,1male doctor.1male athlete.1homeless person",stay,CHANGE,1,en,Species,Hoomans,1,0,0,1male doctor.1male athlete.1homeless person,Species,1,1,1
"en,species,Pets,0,0,0,3cat",stay,STAY,0,en,Species,Pets,0,0,0,3cat,Species,1,1,1
"en,species,Pets,1,1,0,1dog.2cat",change,CHANGE,0,en,Species,Pets,1,1,0,1dog.2cat,Species,0,1,1
"en,species,Hoomans,0,0,0,1boy.1man.1elderly man",change,STAY,1,en,Species,Hoomans,0,0,0,1boy.1man.1elderly man,Species,0,1,1
"zh,species,Pets,1,0,2,1dog",改变,CHANGE,0,zh,Species,Pets,1,0,2,1dog,Species,1,1,1
"zh,species,Hoomans,0,0,1,1female athlete",改变,STAY,1,zh,Species,Hoomans,0,0,1,1female athlete,Species,1,1,1
"en,species,Pets,1,0,2,3cat.2dog",stay,CHANGE,1,en,Species,Pets,1,0,2,3cat.2dog,Species,1,1,1
"en,species,Hoomans,0,0,1,1criminal.1baby.1elderly man.1man.1large man",stay,STAY,0,en,Species,Hoomans,0,0,1,1criminal.1baby.1elderly man.1man.1large man,Species,1,1,1
"zh,species,Pets,1,0,1,2cat.1dog",改变,CHANGE,0,zh,Species,Pets,1,0,1,2cat.1dog,Species,1,1,1
"zh,species,Hoomans,0,0,2,1male athlete.1elderly man.1large woman",改变,STAY,1,zh,Species,Hoomans,0,0,2,1male athlete.1elderly man.1large woman,Species,1,1,1
"en,species,Hoomans,1,1,0,1criminal.1elderly man.1female executive",stay,CHANGE,1,en,Species,Hoomans,1,1,0,1criminal.1elderly man.1female executive,Species,0,1,1
"en,species,Pets,0,0,0,1cat.2dog",stay,STAY,0,en,Species,Pets,0,0,0,1cat.2dog,Species,0,1,1
"zh,species,Hoomans,1,0,2,2male athlete.1female doctor.1large man",change,CHANGE,0,zh,Species,Hoomans,1,0,2,2male athlete.1female doctor.1large man,Species,1,1,1
"zh,species,Pets,0,0,1,2cat.2dog",change,STAY,1,zh,Species,Pets,0,0,1,2cat.2dog,Species,1,1,1
"fr,species,Hoomans,1,0,0,2baby",changer,CHANGE,0,fr,Species,Hoomans,1,0,0,2baby,Species,0,1,1
"fr,species,Pets,0,1,0,1cat.1dog",changer,STAY,1,fr,Species,Pets,0,1,0,1cat.1dog,Species,0,1,1
"en,species,Pets,1,1,0,1dog",change,CHANGE,0,en,Species,Pets,1,1,0,1dog,Species,0,1,1
"en,species,Hoomans,0,0,0,1homeless person",change,STAY,1,en,Species,Hoomans,0,0,0,1homeless person,Species,0,1,1
"en,species,Hoomans,1,0,1,2elderly woman.1male doctor.1homeless person.1woman",stay,CHANGE,1,en,Species,Hoomans,1,0,1,2elderly woman.1male doctor.1homeless person.1woman,Species,1,1,1
"en,species,Pets,0,0,2,2dog.3cat",stay,STAY,0,en,Species,Pets,0,0,2,2dog.3cat,Species,1,1,1
"fr,species,Pets,1,0,0,2cat.2dog",changer,CHANGE,0,fr,Species,Pets,1,0,0,2cat.2dog,Species,1,1,1
"fr,species,Hoomans,0,0,0,1girl.2boy.1large woman",changer,STAY,1,fr,Species,Hoomans,0,0,0,1girl.2boy.1large woman,Species,1,1,1
"zh,species,Pets,1,0,0,1dog",改变,CHANGE,0,zh,Species,Pets,1,0,0,1dog,Species,1,1,1
"zh,species,Hoomans,0,0,0,1baby",改变,STAY,1,zh,Species,Hoomans,0,0,0,1baby,Species,1,1,1
"zh,species,Pets,1,0,2,1dog.3cat",stay,CHANGE,1,zh,Species,Pets,1,0,2,1dog.3cat,Species,1,1,1
"zh,species,Hoomans,0,0,1,1pregnant woman.1female athlete.1elderly man.1large man",stay,STAY,0,zh,Species,Hoomans,0,0,1,1pregnant woman.1female athlete.1elderly man.1large man,Species,1,1,1
"zh,species,Pets,1,0,0,2dog.1cat",改变,CHANGE,0,zh,Species,Pets,1,0,0,2dog.1cat,Species,0,1,1
"zh,species,Hoomans,0,1,0,1criminal.1female executive.1female doctor",改变,STAY,1,zh,Species,Hoomans,0,1,0,1criminal.1female executive.1female doctor,Species,0,1,1
"fr,species,Pets,1,0,1,3dog",changer,CHANGE,0,fr,Species,Pets,1,0,1,3dog,Species,1,1,1
"fr,species,Hoomans,0,0,2,1homeless person.1large man.1man",changer,STAY,1,fr,Species,Hoomans,0,0,2,1homeless person.1large man.1man,Species,1,1,1
"en,species,Pets,1,0,0,1dog",change,CHANGE,0,en,Species,Pets,1,0,0,1dog,Species,1,1,1
"en,species,Hoomans,0,0,0,1baby",change,STAY,1,en,Species,Hoomans,0,0,0,1baby,Species,1,1,1
"ja,species,Pets,1,0,0,3cat.2dog",変更,CHANGE,0,ja,Species,Pets,1,0,0,3cat.2dog,Species,1,1,1
"ja,species,Hoomans,0,0,0,1pregnant woman.1elderly woman.1criminal.1boy.1girl",変更,STAY,1,ja,Species,Hoomans,0,0,0,1pregnant woman.1elderly woman.1criminal.1boy.1girl,Species,1,1,1
"zh,species,Hoomans,1,0,0,1homeless person",留下,CHANGE,1,zh,Species,Hoomans,1,0,0,1homeless person,Species,1,1,1
"zh,species,Pets,0,0,0,1cat",留下,STAY,0,zh,Species,Pets,0,0,0,1cat,Species,1,1,1
"en,species,Hoomans,1,0,2,1criminal.1female executive.1pregnant woman.1large man.1female doctor",stay,CHANGE,1,en,Species,Hoomans,1,0,2,1criminal.1female executive.1pregnant woman.1large man.1female doctor,Species,1,1,1
"en,species,Pets,0,0,1,4cat.1dog",stay,STAY,0,en,Species,Pets,0,0,1,4cat.1dog,Species,1,1,1
"en,species,Hoomans,1,0,2,2male athlete.1female doctor.1large man",change,CHANGE,0,en,Species,Hoomans,1,0,2,2male athlete.1female doctor.1large man,Species,1,1,1
"en,species,Pets,0,0,1,2cat.2dog",change,STAY,1,en,Species,Pets,0,0,1,2cat.2dog,Species,1,1,1
"en,species,Hoomans,1,0,1,1female athlete",stay,CHANGE,1,en,Species,Hoomans,1,0,1,1female athlete,Species,1,1,1
"en,species,Pets,0,0,2,1dog",stay,STAY,0,en,Species,Pets,0,0,2,1dog,Species,1,1,1
"ja,species,Pets,1,0,0,1cat.1dog",変更,CHANGE,0,ja,Species,Pets,1,0,0,1cat.1dog,Species,1,1,1
"ja,species,Hoomans,0,0,0,1boy.1homeless person",変更,STAY,1,ja,Species,Hoomans,0,0,0,1boy.1homeless person,Species,1,1,1
"fr,species,Pets,1,0,1,4dog",changer,CHANGE,0,fr,Species,Pets,1,0,1,4dog,Species,1,1,0
"fr,species,Hoomans,0,0,2,1boy.2large woman.1large man",changer,STAY,1,fr,Species,Hoomans,0,0,2,1boy.2large woman.1large man,Species,1,1,0
"fr,species,Pets,1,0,0,2dog.1cat",rester,CHANGE,1,fr,Species,Pets,1,0,0,2dog.1cat,Species,0,1,1
"fr,species,Hoomans,0,1,0,1criminal.1female executive.1female doctor",rester,STAY,0,fr,Species,Hoomans,0,1,0,1criminal.1female executive.1female doctor,Species,0,1,1
"zh,species,Pets,1,1,0,1dog.1cat",改变,CHANGE,0,zh,Species,Pets,1,1,0,1dog.1cat,Species,0,1,1
"zh,species,Hoomans,0,0,0,1homeless person.1large woman",改变,STAY,1,zh,Species,Hoomans,0,0,0,1homeless person.1large woman,Species,0,1,1
"ja,species,Hoomans,1,0,2,1man.1boy.1pregnant woman",滞在,CHANGE,1,ja,Species,Hoomans,1,0,2,1man.1boy.1pregnant woman,Species,1,1,1
"ja,species,Pets,0,0,1,2cat.1dog",滞在,STAY,0,ja,Species,Pets,0,0,1,2cat.1dog,Species,1,1,1
"en,species,Hoomans,1,1,0,1elderly woman.1man.1male executive.1criminal",stay,CHANGE,1,en,Species,Hoomans,1,1,0,1elderly woman.1man.1male executive.1criminal,Species,0,1,1
"en,species,Pets,0,0,0,3dog.1cat",stay,STAY,0,en,Species,Pets,0,0,0,3dog.1cat,Species,0,1,1
"zh,species,Hoomans,1,0,1,2elderly woman.1male doctor.1homeless person.1woman",stay,CHANGE,1,zh,Species,Hoomans,1,0,1,2elderly woman.1male doctor.1homeless person.1woman,Species,1,1,1
"zh,species,Pets,0,0,2,2dog.3cat",stay,STAY,0,zh,Species,Pets,0,0,2,2dog.3cat,Species,1,1,1
"fr,species,Hoomans,1,0,1,1man",rester,CHANGE,1,fr,Species,Hoomans,1,0,1,1man,Species,1,1,1
"fr,species,Pets,0,0,2,1dog",rester,STAY,0,fr,Species,Pets,0,0,2,1dog,Species,1,1,1
"zh,species,Pets,1,0,1,2cat.3dog",改变,CHANGE,0,zh,Species,Pets,1,0,1,2cat.3dog,Species,1,1,1
"zh,species,Hoomans,0,0,2,1girl.1boy.1woman.1pregnant woman.1male athlete",改变,STAY,1,zh,Species,Hoomans,0,0,2,1girl.1boy.1woman.1pregnant woman.1male athlete,Species,1,1,1
"fr,species,Hoomans,1,0,2,1criminal.1female executive.1pregnant woman.1large man.1female doctor",changer,CHANGE,0,fr,Species,Hoomans,1,0,2,1criminal.1female executive.1pregnant woman.1large man.1female doctor,Species,1,1,1
"fr,species,Pets,0,0,1,4cat.1dog",changer,STAY,1,fr,Species,Pets,0,0,1,4cat.1dog,Species,1,1,1
"zh,species,Hoomans,1,0,1,1boy.1woman.1homeless person",改变,CHANGE,0,zh,Species,Hoomans,1,0,1,1boy.1woman.1homeless person,Species,1,1,0
"zh,species,Pets,0,0,2,3dog",改变,STAY,1,zh,Species,Pets,0,0,2,3dog,Species,1,1,0
"fr,species,Hoomans,1,0,0,1male doctor.1male athlete.1homeless person",changer,CHANGE,0,fr,Species,Hoomans,1,0,0,1male doctor.1male athlete.1homeless person,Species,1,1,1
"fr,species,Pets,0,0,0,3cat",changer,STAY,1,fr,Species,Pets,0,0,0,3cat,Species,1,1,1
"fr,species,Hoomans,1,0,0,1female executive.1female doctor.2male athlete.1pregnant woman",rester,CHANGE,1,fr,Species,Hoomans,1,0,0,1female executive.1female doctor.2male athlete.1pregnant woman,Species,1,1,1
"fr,species,Pets,0,0,0,3cat.2dog",rester,STAY,0,fr,Species,Pets,0,0,0,3cat.2dog,Species,1,1,1
"zh,species,Pets,1,0,1,4dog",改变,CHANGE,0,zh,Species,Pets,1,0,1,4dog,Species,1,1,1
"zh,species,Hoomans,0,0,2,1boy.2large woman.1large man",改变,STAY,1,zh,Species,Hoomans,0,0,2,1boy.2large woman.1large man,Species,1,1,1
"fr,species,Pets,1,1,0,1dog",changer,CHANGE,0,fr,Species,Pets,1,1,0,1dog,Species,0,1,1
"fr,species,Hoomans,0,0,0,1homeless person",changer,STAY,1,fr,Species,Hoomans,0,0,0,1homeless person,Species,0,1,1
"fr,species,Pets,1,0,2,3cat.2dog",rester,CHANGE,1,fr,Species,Pets,1,0,2,3cat.2dog,Species,1,1,1
"fr,species,Hoomans,0,0,1,1criminal.1baby.1elderly man.1man.1large man",rester,STAY,0,fr,Species,Hoomans,0,0,1,1criminal.1baby.1elderly man.1man.1large man,Species,1,1,1
"fr,species,Hoomans,1,0,1,1elderly man.1boy.1male executive.1elderly woman.1large woman",rester,CHANGE,1,fr,Species,Hoomans,1,0,1,1elderly man.1boy.1male executive.1elderly woman.1large woman,Species,1,1,1
"fr,species,Pets,0,0,2,4dog.1cat",rester,STAY,0,fr,Species,Pets,0,0,2,4dog.1cat,Species,1,1,1
"ja,species,Pets,1,0,1,2cat.3dog",変更,CHANGE,0,ja,Species,Pets,1,0,1,2cat.3dog,Species,1,1,1
"ja,species,Hoomans,0,0,2,1girl.1boy.1woman.1pregnant woman.1male athlete",変更,STAY,1,ja,Species,Hoomans,0,0,2,1girl.1boy.1woman.1pregnant woman.1male athlete,Species,1,1,1
"fr,species,Pets,1,1,0,1dog.1cat",changer,CHANGE,0,fr,Species,Pets,1,1,0,1dog.1cat,Species,0,1,1
"fr,species,Hoomans,0,0,0,1homeless person.1large woman",changer,STAY,1,fr,Species,Hoomans,0,0,0,1homeless person.1large woman,Species,0,1,1
"zh,species,Pets,1,0,1,4dog.1cat",change,CHANGE,0,zh,Species,Pets,1,0,1,4dog.1cat,Species,1,1,1
"zh,species,Hoomans,0,0,2,2male athlete.2elderly man.1male doctor",change,STAY,1,zh,Species,Hoomans,0,0,2,2male athlete.2elderly man.1male doctor,Species,1,1,1
"en,species,Hoomans,1,0,1,1man",stay,CHANGE,1,en,Species,Hoomans,1,0,1,1man,Species,1,1,1
"en,species,Pets,0,0,2,1dog",stay,STAY,0,en,Species,Pets,0,0,2,1dog,Species,1,1,1
"fr,species,Pets,1,0,1,2cat.1dog",changer,CHANGE,0,fr,Species,Pets,1,0,1,2cat.1dog,Species,1,true,true
"fr,species,Hoomans,0,0,2,1male athlete.1elderly man.1large woman",changer,STAY,1,fr,Species,Hoomans,0,0,2,1male athlete.1elderly man.1large woman,Species,1,true,true
"zh,species,Pets,1,0,0,1cat.1dog",改变,CHANGE,0,zh,Species,Pets,1,0,0,1cat.1dog,Species,1,1,1
"zh,species,Hoomans,0,0,0,1boy.1homeless person",改变,STAY,1,zh,Species,Hoomans,0,0,0,1boy.1homeless person,Species,1,1,1
"ja,species,Pets,1,1,0,1dog.2cat",変更,CHANGE,0,ja,Species,Pets,1,1,0,1dog.2cat,Species,0,1,1
"ja,species,Hoomans,0,0,0,1boy.1man.1elderly man",変更,STAY,1,ja,Species,Hoomans,0,0,0,1boy.1man.1elderly man,Species,0,1,1
"fr,species,Hoomans,1,0,2,1man.1boy.1pregnant woman",rester,CHANGE,1,fr,Species,Hoomans,1,0,2,1man.1boy.1pregnant woman,Species,1,1,1
"fr,species,Pets,0,0,1,2cat.1dog",rester,STAY,0,fr,Species,Pets,0,0,1,2cat.1dog,Species,1,1,1
"en,species,Hoomans,1,0,1,1boy.1woman.1homeless person",stay,CHANGE,1,en,Species,Hoomans,1,0,1,1boy.1woman.1homeless person,Species,1,1,1
"en,species,Pets,0,0,2,3dog",stay,STAY,0,en,Species,Pets,0,0,2,3dog,Species,1,1,1
"fr,species,Hoomans,1,0,2,1woman.1male executive",changer,CHANGE,0,fr,Species,Hoomans,1,0,2,1woman.1male executive,Species,1,1,1
"fr,species,Pets,0,0,1,1dog.1cat",changer,STAY,1,fr,Species,Pets,0,0,1,1dog.1cat,Species,1,1,1
"zh,species,Hoomans,1,0,1,1criminal",留下,CHANGE,1,zh,Species,Hoomans,1,0,1,1criminal,Species,1,1,1
"zh,species,Pets,0,0,2,1cat",留下,STAY,0,zh,Species,Pets,0,0,2,1cat,Species,1,1,1
"en,species,Pets,1,0,2,1dog",change,CHANGE,0,en,Species,Pets,1,0,2,1dog,Species,1,1,1
"en,species,Hoomans,0,0,1,1female athlete",change,STAY,1,en,Species,Hoomans,0,0,1,1female athlete,Species,1,1,1
"ja,species,Hoomans,1,0,1,1large woman.1man",滞在,CHANGE,1,ja,Species,Hoomans,1,0,1,1large woman.1man,Species,1,1,1
"ja,species,Pets,0,0,2,1cat.1dog",滞在,STAY,0,ja,Species,Pets,0,0,2,1cat.1dog,Species,1,1,1
"fr,species,Hoomans,1,0,1,1boy.1woman.1homeless person",changer,CHANGE,0,fr,Species,Hoomans,1,0,1,1boy.1woman.1homeless person,Species,1,1,1
"fr,species,Pets,0,0,2,3dog",changer,STAY,1,fr,Species,Pets,0,0,2,3dog,Species,1,1,1
"ja,species,Pets,1,0,0,1cat.2dog",変更,CHANGE,0,ja,Species,Pets,1,0,0,1cat.2dog,Species,0,1,1
"ja,species,Hoomans,0,1,0,1baby.1woman.1female doctor",変更,STAY,1,ja,Species,Hoomans,0,1,0,1baby.1woman.1female doctor,Species,0,1,1
"ja,species,Hoomans,1,1,0,1criminal.1elderly man.1female executive",stay,CHANGE,1,ja,Species,Hoomans,1,1,0,1criminal.1elderly man.1female executive,Species,0,1,1
"ja,species,Pets,0,0,0,1cat.2dog",stay,STAY,0,ja,Species,Pets,0,0,0,1cat.2dog,Species,0,1,1
"ja,species,Hoomans,1,0,0,1pregnant woman.1male doctor",滞在,CHANGE,1,ja,Species,Hoomans,1,0,0,1pregnant woman.1male doctor,Species,1,1,1
"ja,species,Pets,0,0,0,2cat",滞在,STAY,0,ja,Species,Pets,0,0,0,2cat,Species,1,1,1
"zh,species,Pets,1,0,0,3cat.2dog",改变,CHANGE,0,zh,Species,Pets,1,0,0,3cat.2dog,Species,1,1,1
"zh,species,Hoomans,0,0,0,1pregnant woman.1elderly woman.1criminal.1boy.1girl",改变,STAY,1,zh,Species,Hoomans,0,0,0,1pregnant woman.1elderly woman.1criminal.1boy.1girl,Species,1,1,1
"en,species,Pets,1,0,0,3cat.2dog",change,CHANGE,0,en,Species,Pets,1,0,0,3cat.2dog,Species,1,1,1
"en,species,Hoomans,0,0,0,1pregnant woman.1elderly woman.1criminal.1boy.1girl",change,STAY,1,en,Species,Hoomans,0,0,0,1pregnant woman.1elderly woman.1criminal.1boy.1girl,Species,1,1,1
"fr,species,Hoomans,1,0,1,2elderly woman.1male doctor.1homeless person.1woman",rester,CHANGE,1,fr,Species,Hoomans,1,0,1,2elderly woman.1male doctor.1homeless person.1woman,Species,1,1,1
"fr,species,Pets,0,0,2,2dog.3cat",rester,STAY,0,fr,Species,Pets,0,0,2,2dog.3cat,Species,1,1,1
"zh,species,Pets,1,1,0,1dog",change,CHANGE,0,zh,Species,Pets,1,1,0,1dog,Species,0,1,1
"zh,species,Hoomans,0,0,0,1homeless person",change,STAY,1,zh,Species,Hoomans,0,0,0,1homeless person,Species,0,1,1
"ja,species,Hoomans,1,0,0,1female executive.1female doctor.2male athlete.1pregnant woman",滞在,CHANGE,1,ja,Species,Hoomans,1,0,0,1female executive.1female doctor.2male athlete.1pregnant woman,Species,1,0,1
"ja,species,Pets,0,0,0,3cat.2dog",滞在,STAY,0,ja,Species,Pets,0,0,0,3cat.2dog,Species,1,0,1
"en,species,Pets,1,0,1,2cat.1dog",stay,CHANGE,1,en,Species,Pets,1,0,1,2cat.1dog,Species,1,1,1
"en,species,Hoomans,0,0,2,1male athlete.1elderly man.1large woman",stay,STAY,0,en,Species,Hoomans,0,0,2,1male athlete.1elderly man.1large woman,Species,1,1,1
"fr,species,Pets,1,1,0,1dog.2cat",changer,CHANGE,0,fr,Species,Pets,1,1,0,1dog.2cat,Species,0,1,1
"fr,species,Hoomans,0,0,0,1boy.1man.1elderly man",changer,STAY,1,fr,Species,Hoomans,0,0,0,1boy.1man.1elderly man,Species,0,1,1
"ja,species,Pets,1,0,1,4dog",変更,CHANGE,0,ja,Species,Pets,1,0,1,4dog,Species,1,1,1
"ja,species,Hoomans,0,0,2,1boy.2large woman.1large man",変更,STAY,1,ja,Species,Hoomans,0,0,2,1boy.2large woman.1large man,Species,1,1,1
"ja,species,Hoomans,1,0,0,1female doctor",滞在,CHANGE,1,ja,Species,Hoomans,1,0,0,1female doctor,Species,0,1,1
"ja,species,Pets,0,1,0,1cat",滞在,STAY,0,ja,Species,Pets,0,1,0,1cat,Species,0,1,1
"ja,species,Pets,1,0,1,4dog.1cat",変更,CHANGE,0,ja,Species,Pets,1,0,1,4dog.1cat,Species,1,1,1
"ja,species,Hoomans,0,0,2,2male athlete.2elderly man.1male doctor",変更,STAY,1,ja,Species,Hoomans,0,0,2,2male athlete.2elderly man.1male doctor,Species,1,1,1
"ja,species,Hoomans,1,0,1,1criminal",滞在,CHANGE,1,ja,Species,Hoomans,1,0,1,1criminal,Species,1,1,1
"ja,species,Pets,0,0,2,1cat",滞在,STAY,0,ja,Species,Pets,0,0,2,1cat,Species,1,1,1
"zh,species,Hoomans,1,0,0,1female executive.1pregnant woman.2man.1female doctor",留下,CHANGE,1,zh,Species,Hoomans,1,0,0,1female executive.1pregnant woman.2man.1female doctor,Species,0,1,1
"zh,species,Pets,0,1,0,3cat.2dog",留下,STAY,0,zh,Species,Pets,0,1,0,3cat.2dog,Species,0,1,1
"zh,species,Hoomans,1,0,1,1boy.1female executive.1male athlete.1male executive",stay,CHANGE,1,zh,Species,Hoomans,1,0,1,1boy.1female executive.1male athlete.1male executive,Species,1,1,1
"zh,species,Pets,0,0,2,4cat",stay,STAY,0,zh,Species,Pets,0,0,2,4cat,Species,1,1,1
"ja,species,Hoomans,1,0,1,1elderly man.1boy.1male executive.1elderly woman.1large woman",stay,CHANGE,1,ja,Species,Hoomans,1,0,1,1elderly man.1boy.1male executive.1elderly woman.1large woman,Species,1,1,1
"ja,species,Pets,0,0,2,4dog.1cat",stay,STAY,0,ja,Species,Pets,0,0,2,4dog.1cat,Species,1,1,1
"zh,species,Pets,1,0,2,1dog",改变,CHANGE,0,zh,Species,Pets,1,0,2,1dog,Species,1,1,1
"zh,species,Hoomans,0,0,1,1elderly man",改变,STAY,1,zh,Species,Hoomans,0,0,1,1elderly man,Species,1,1,1
"zh,species,Hoomans,1,1,0,1female athlete",留下,CHANGE,1,zh,Species,Hoomans,1,1,0,1female athlete,Species,0,1,1
"zh,species,Pets,0,0,0,1dog",留下,STAY,0,zh,Species,Pets,0,0,0,1dog,Species,0,1,1
"ja,species,Pets,1,0,1,3dog",変更,CHANGE,0,ja,Species,Pets,1,0,1,3dog,Species,1,1,1
"ja,species,Hoomans,0,0,2,1homeless person.1large man.1man",変更,STAY,1,ja,Species,Hoomans,0,0,2,1homeless person.1large man.1man,Species,1,1,1
"fr,species,Hoomans,1,0,1,1large woman.1man",rester,CHANGE,1,fr,Species,Hoomans,1,0,1,1large woman.1man,Species,1,1,1
"fr,species,Pets,0,0,2,1cat.1dog",rester,STAY,0,fr,Species,Pets,0,0,2,1cat.1dog,Species,1,1,1
"zh,species,Hoomans,1,0,1,1female athlete",留下,CHANGE,1,zh,Species,Hoomans,1,0,1,1female athlete,Species,1,1,1
"zh,species,Pets,0,0,2,1dog",留下,STAY,0,zh,Species,Pets,0,0,2,1dog,Species,1,1,1
"zh,species,Pets,1,0,0,5cat",改变,CHANGE,0,zh,Species,Pets,1,0,0,5cat,Species,0,1,1
"zh,species,Hoomans,0,1,0,2baby.1woman.1homeless person.1elderly woman",改变,STAY,1,zh,Species,Hoomans,0,1,0,2baby.1woman.1homeless person.1elderly woman,Species,0,1,1
"ja,species,Hoomans,1,0,0,2baby",滞在,CHANGE,1,ja,Species,Hoomans,1,0,0,2baby,Species,0,1,1
"ja,species,Pets,0,1,0,1cat.1dog",滞在,STAY,0,ja,Species,Pets,0,1,0,1cat.1dog,Species,0,1,1
"zh,species,Hoomans,1,0,1,1man",stay,CHANGE,1,zh,Species,Hoomans,1,0,1,1man,Species,1,1,1
"zh,species,Pets,0,0,2,1dog",stay,STAY,0,zh,Species,Pets,0,0,2,1dog,Species,1,1,1
"zh,species,Hoomans,1,0,2,1criminal.1female executive.1pregnant woman.1large man.1female doctor",改变,CHANGE,0,zh,Species,Hoomans,1,0,2,1criminal.1female executive.1pregnant woman.1large man.1female doctor,Species,1,1,1
"zh,species,Pets,0,0,1,4cat.1dog",改变,STAY,1,zh,Species,Pets,0,0,1,4cat.1dog,Species,1,1,1
"en,species,Pets,1,0,2,2dog",change,CHANGE,0,en,Species,Pets,1,0,2,2dog,Species,1,1,1
"en,species,Hoomans,0,0,1,1man.1girl",change,STAY,1,en,Species,Hoomans,0,0,1,1man.1girl,Species,1,1,1
"fr,species,Pets,1,0,0,1cat.2dog",changer,CHANGE,0,fr,Species,Pets,1,0,0,1cat.2dog,Species,0,1,1
"fr,species,Hoomans,0,1,0,1baby.1woman.1female doctor",changer,STAY,1,fr,Species,Hoomans,0,1,0,1baby.1woman.1female doctor,Species,0,1,1
"en,species,Hoomans,1,0,0,1female doctor.2male doctor",stay,CHANGE,1,en,Species,Hoomans,1,0,0,1female doctor.2male doctor,Species,1,1,1
"en,species,Pets,0,0,0,1dog.2cat",stay,STAY,0,en,Species,Pets,0,0,0,1dog.2cat,Species,1,1,1
"en,species,Pets,1,0,0,2dog",stay,CHANGE,1,en,Species,Pets,1,0,0,2dog,Species,0,1,1
"en,species,Hoomans,0,1,0,1homeless person.1woman",stay,STAY,0,en,Species,Hoomans,0,1,0,1homeless person.1woman,Species,0,1,1
"fr,species,Hoomans,1,0,0,1female doctor.2male doctor",rester,CHANGE,1,fr,Species,Hoomans,1,0,0,1female doctor.2male doctor,Species,1,1,1
"fr,species,Pets,0,0,0,1dog.2cat",rester,STAY,0,fr,Species,Pets,0,0,0,1dog.2cat,Species,1,1,1
